本名,外文名,别名,字号,所处时代,国籍,毕业院校,民族,出生时间,逝世时间,职业,官职,出生地,代表作品,人物关系,简介
北岛,,赵振开,,,中国,北京四中,汉族,1949年8月,,香港中文大学人文学科讲座教授,,北京,《回答》，《一切》，《陌生的海滩》，《北岛诗选》，《在天涯》，《蓝房子》，《午夜之门》，《青灯》,,北岛，原名赵振开，“北岛”是诗人芒克给他取的笔名，也是他影响最为广泛的笔名。浙江湖州人，出生于北京。中国当代诗人、作家，为朦胧诗代表人物之一，是民间诗歌刊物《今天》的创办者。北岛现任香港中文大学讲座教授，定居香港。著有诗集《陌生的海滩》《北岛诗选》《在天涯》《午夜歌手》，散文集《蓝房子》《午夜之门》《时间的玫瑰》《青灯》和小说《波动》，代表诗作有《回答》《一切》等，作品被译成20余种文字。北岛曾先后获诺贝尔文学奖提名、瑞典笔会文学奖、美国西部笔会中心自由写作奖、洛哥阿格那国际诗歌节诗歌奖、古根海姆奖、马其顿斯特鲁加国际诗歌节最高荣誉金花环奖等，并被选为美国艺术文学院终身荣誉院士。
谈歌,,谭同占,,,中国,河北师范大学,汉族,1954年3月,,作家，记者,,河北龙烟铁矿,《天下荒年》，《票儿》，《家园笔记》,,谈歌，原名谭同占。1954年出生于河北龙烟铁矿，祖籍河北完县。作家、记者，中国作家协会会员，先后在河北省龙烟铁矿西二区小学、河北宣化第四中学就读。1970年3月参加工作。先后做过锅炉工、修理工、车间主任、地质队长、机关秘书、宣传干部、报社记者、政府副市长等职务。1977年开始文学创作，1978年开始发表作品，迄今共发表长篇小说19部，中短篇小说千余篇，计有1500余万字。部分作品被译成法、日、英等文字介绍到国外。曾获《当代》《十月》《人民文学》《小说选刊》《小说月报》奖。1984年考入河北师范大学。1986年毕业，曾在《冶金报》《冶金地质报》任记者。1996年调入河北作家协会至今。现任河北作家协会副主席。
关仁山,,,,,中国,,满族,1963.02,,作家,,河北唐山,《福镇》，《魔幻处女海》，《胭脂稻传奇》，《天高地厚》,,关仁山，男，满族，1963年2月生于河北唐山丰南县，当代文学家，中国作协第九届全委会委员。中国作家协会会员，河北省作家协会主席，创作室主任，与作家何申、谈歌被文坛称做河北“三驾马车”。1981年昌黎师范学校毕业后当过教师、乡文化站长和县政府秘书。1984年开始文学创作并发表作品。2013年6月21日，《光明日报》第1版发表关仁山撰写的《我以文学追梦》
杏林子,Liu，xia,刘侠,,,中国,北投国小学,汉族,1942年4月12日,2003年2月8日,作家,,陕西宝鸡杏林村,《生命，生命》，《遥远的路》，《生命颂》,好友：三毛,杏林子原名刘侠，笔名为杏林子。台湾登工组组长；台北市南机场社区发展实验中心辅导；伊甸残障福利基金会创办人；中华人民共和国残障联盟创会理事长。12岁时罹患罕见的类风湿性关节炎，发病时手脚肿痛行动不便，只有手指可以动。 自此身心饱受病痛煎熬。作品《生命 生命》已被选入小学语文四年级下册人教版教科书第19课。杏林子在62岁时，被患有精神病的看护工维娜虐待，头部受重伤，因抢救无效死亡。杏林子是一个不向命运屈服的作家，虽然她已逝去十多年，但她依然活在读者的心中。
王统照,,,,,中国,中国大学英语系,汉族,1897年,1957年11月29日,作家,,山东诸城,《春雨之夜》，《山雨》，《春花》，《一叶》,,王统照，字剑三，笔名息庐、容庐。现代作家。山东诸城人。1924年毕业于中国大学英文系。1918年办《曙光》。1921年与郑振铎、沈雁冰等发起成立文学研究会。曾任中国大学教授兼出版部主任，《文学》月刊主编，开明书店编辑，暨南大学、山东大学教授。建国后，历任山东省文联主席，山东大学中文系主任，山东省文化局局长。著有多部长篇小说。
莫应丰,,,,,,,,1938,1989,当代著名作家,,湖南益阳,《将军吟》,,莫应丰是当代著名作家，湖南益阳人。其在1956年入湖北艺术学院音乐系学习，1961年参军，在广州军区空军文工团从事音乐和剧本创作。他的代表作有《将军吟》等。
古华,,罗鸿玉,,,中国,郴州农业专科学校,汉族,1942.6.20,,电影编剧，作家,,湖南嘉禾县石桥镇二象村,《芙蓉镇》,,古华 ，原名罗鸿玉，男，湖南嘉禾人，电影编剧、作家，原湖南省作协副主席。
徐兴业,,,,,中国,无锡国学专修学校,汉族,1917年,1990年,作家,,浙江绍兴,《金瓯缺》,,徐兴业，浙江绍兴人，现代文学作家。1937年毕业于无锡国学专修学校，曾任上海国学专修馆、稽山中学教师，上海通成公司职员。新中国成立后，在中学任教，1957年调上海市教育局研究室工作，1962年任上海教育出版社历史编辑。1977年退休之后，曾在上海师范学院历史系任教，主讲宋金史。著有《中国古代史话》、《心史》、《袁崇焕传》及《辽东帅旗》、《李师师》等。其代表作长篇历史小说《金瓯缺》从1938年开始酝酿，到1985年出齐四卷，历经四十余年，荣获第三届茅盾文学奖荣誉奖、上海市庆祝建国40周年优秀小说奖。
王火,,,,,中国,复旦大学,,1924年7月,,编辑，作家,,上海,,,王火，男，原名王洪溥，江苏如东人，1924年7月生于上海。中共党员，中国作协名誉委员。1948年毕业于复旦大学新闻系。四川文艺出版社原书记、总编辑，四川人民出版社原副总编、编审，四川省第五、六届政协委员，四川省作家协会名誉副主席。1987年春离休。1995年国务院授予全国先进工作者称号。
刘斯奋,,,,,中国,中山大学中文系汉语言文学专业,,1944年1月,,广东省文学艺术界联合会主席,,广东中山,《白门柳》，《万岳朝宗》,,刘斯奋，男，祖籍广东中山，1944年1月生，1967年毕业于中山大学中文系，1974年6月入党，现为广东省文联主席、广东画院院长，广东省政协常务委员，中国文联常务委员会委员，中国作家协会会员，中国美术家协会理事，华南师范大学兼职教授，是享受国务院政府特殊津贴专家。
刘玉民,,,,,中国,,汉族,1951，年,,,,山东荣成市,,,刘玉民，男，汉族，生于1951 年，少年时代在原籍山东荣成市读书。青年时代在济南军区当过战士、理论教员、文化干事等。转业地方工作后，历任济南市文联编辑、创作员、创作室主任、副主席、济南市作协主席、山东省文联副主席、山东省政协文化组副组长、山东文人书画院院长等职。系中国作家协会会员、中国书法家协会会员，文学创作一级，山东省拔尖人才，享受国务院颁发的政府特殊津贴的专家。
熊召政,,,,,中国,武汉大学中文系,汉,1953年12月,,湖北省作家协会专业作家,,中国湖北,《酒色财气》，《盅王》，《梅花钥匙》，《张居正》,,熊召政，湖北省英山县人，1953年12月诞生于大别山区的一座温泉小镇，系中国当代著名作家、诗人、学者。已出版长篇历史小说、中短篇小说、散文、历史札记、诗集四十余部。其中政治抒情诗获1979-1980年全国首届中青年优秀新诗奖；四卷本长篇历史小说《张居正》2002年问世后，被誉为中国新时期长篇小说的里程碑。近年来，其作品多次获得各种奖项。历时十二年精心创作的三卷本长篇历史小说《大金王朝》已完成第一卷《北方的王者》及第二卷《擒龙的骑士》，第三卷《帝国的坍塌》将于今年完成。其演讲录已结集出版《历史的乡愁》、《文人的情怀》及《汉语的世界》三册。现系第十三届全国政协委员、中华文化促进会常务副主席、中国文联全委会委员、湖北省文联主席、湖北省人民政府文史研究馆馆长，并兼任中国人民大学、武汉大学、西北大学、中南政法大学等多所大学客座教授。
徐贵祥,,楚春秋,,,中国,解放军艺术学院,汉族,1959年12月27日,,国防大学军事文化学院文艺创演系主任,,安徽六安市,《马上天下》，《仰角》，《历史的天空》，《对阵》,,徐贵祥，安徽六安人，1959年12月出生，全国政协委员，中国作协副主席  ，中国作家军事文学委员会主任，国防大学军事文化学院文艺创演系主任。曾任解放军艺术学院文学系主任。著有长篇小说《仰角》、《历史的天空》、《高地》、《八月桂花遍地开》、《明天战争》、《特务连》、《马上天下》、《四面八方》等。获第7、9、11届全军文艺奖；第4、9、11届五个一工程奖；第6届茅盾文学奖。2017年新作《对阵》由长江文艺出版社出版。
柳建伟,,柳盛元,,,中国,解放军信息工程学院,,1963年10月,,作家，编剧,,河南省南阳市镇平县,《北方城郭》，《突出重围》，《英雄时代》，《惊涛骇浪》,母亲：王玉梅,柳建伟，1963年10月出生于河南省南阳市镇平县，中国内地作家、编剧，毕业于解放军信息工程学院。大校军衔，正师级。现任八一电影制片厂厂长。1997年，出版个人首部长篇小说《北方城郭》。1998年，出版长篇小说《突出重围》。2001年，出版中短篇小说集《苍茫冬日》。2003年，担任灾难电影《惊涛骇浪》的编剧，并凭借该片入围第23届中国电影金鸡奖最佳编剧奖。2005年，凭借创作的小说《英雄时代》获得第6届茅盾文学奖。2009年，担任灾难电影《惊天动地》的编剧。2011年，凭借剧情电影《飞天》入围第14届中国电影华表奖优秀编剧奖。2017年，担任编剧的战争电影《血战湘江》上映。2018年，担任中国作家协会第9届中国委员会委员。
麦家,,,,,中国,中国人民解放军艺术学院,汉,1964年,,作家，编剧,,浙江富阳大源蒋家村,《解密》，《暗算》，《风声》,,麦家，当代著名小说家、编剧。1964年生于浙江富阳，1981年考入军校，毕业于解放军工程技术学院无线电系和解放军艺术学院文学创作系。曾任浙江省作家协会主席。是首位被英国“企鹅经典文库”收录作品的中国当代作家。作品有长篇小说《解密》、《暗算》、《风声》、《风语》、《刀尖》，电视剧《解密》、《暗算》、《风语》、《刀尖上行走》，电影《风声》、《听风者》等。小说《暗算》获第七届茅盾文学奖。作品被译成30多种语言，《解密》被翻译成33种语言，是世界图书馆收藏量第一中文作品，被《经济学人》评为“2014年度全球十大小说”，英文版被收进英国“企鹅经典”文库，是继鲁迅、钱钟书、张爱玲后唯一入选该文库中国当代作家。麦家的小说具有奇异的想象力和独创性，人物内心幽暗神秘，故事传奇曲折，充满悬念，多被改为影视作品。由他编剧的电视剧《暗算》和根据他小说改编的电影《风声》是掀起中国当代谍战影视狂潮的开山之作，影响巨大。 2018年12月12日，文萃钱塘—弄潮杯2018年度人民文学奖颁奖典礼暨第二届杭州钱塘江文化节闭幕式在浙江杭州举行。浙江籍作家麦家荣获海外影响力奖。
